package	test	site	runs	go_mallocs_per_run	mnz_per_run	mnz_bytes_per_run	pass
log/slog	TestAlloc/attrs3_disabled	log/slog/logger_test.go:653	5	0	0	0	GOMAXPROCS=4
log/slog	TestAlloc/attrs6	log/slog/logger_test.go:653	5	1	0	0	GOMAXPROCS=4
log/slog	TestAlloc/attrs9	log/slog/logger_test.go:653	5	1	0	0	GOMAXPROCS=4
log/slog	TestTextHandlerAlloc	log/slog/logger_test.go:653	5	0	0	0	GOMAXPROCS=4
log/slog	TestTextHandlerAlloc	log/slog/logger_test.go:653	5	0	0	0	GOMAXPROCS=4
log/slog	TestValueNoAlloc	log/slog/value_test.go:106	5	0	0	0	GOMAXPROCS=4
log/slog	TestAnyLevelAlloc	log/slog/logger_test.go:653	5	0	0	0	GOMAXPROCS=4
log/slog/internal/buffer	TestAlloc	log/slog/internal/buffer/buffer_test.go:32	5	0	0	0	GOMAXPROCS=4
mime	TestLookupMallocs	mime/type_test.go:150	10000	0	0	0	GOMAXPROCS=4
math/big	TestNewIntAllocs	math/big/int_test.go:1953	100	0	0	0	GOMAXPROCS=4
math/big	TestNewIntAllocs	math/big/int_test.go:1953	100	0	0	0	GOMAXPROCS=4
math/big	TestNewIntAllocs	math/big/int_test.go:1953	100	0	0	0	GOMAXPROCS=4
math/big	TestNewIntAllocs	math/big/int_test.go:1953	100	0	0	0	GOMAXPROCS=4
math/big	TestNewIntAllocs	math/big/int_test.go:1953	100	0	0	0	GOMAXPROCS=4
math/big	TestNewIntAllocs	math/big/int_test.go:1953	100	0	0	0	GOMAXPROCS=4
math/big	TestNewIntAllocs	math/big/int_test.go:1953	100	0	0	0	GOMAXPROCS=4
net	TestIPAppendTextNoAllocs	net/ip_test.go:288	1000	0	0	0	GOMAXPROCS=4
net	TestIPAppendTextNoAllocs	net/ip_test.go:288	1000	0	0	0	GOMAXPROCS=4
net	TestIPAppendTextNoAllocs	net/ip_test.go:288	1000	0	0	0	GOMAXPROCS=4
net	TestIPAppendTextNoAllocs	net/ip_test.go:288	1000	0	0	0	GOMAXPROCS=4
net	TestIPAppendTextNoAllocs	net/ip_test.go:288	1000	0	0	0	GOMAXPROCS=4
net	TestIPAppendTextNoAllocs	net/ip_test.go:288	1000	0	0	0	GOMAXPROCS=4
net	TestIPAppendTextNoAllocs	net/ip_test.go:288	1000	0	0	0	GOMAXPROCS=4
net	TestIPAppendTextNoAllocs	net/ip_test.go:288	1000	0	0	0	GOMAXPROCS=4
net	TestIPAppendTextNoAllocs	net/ip_test.go:288	1000	0	0	0	GOMAXPROCS=4
net	TestIPAppendTextNoAllocs	net/ip_test.go:288	1000	0	0	0	GOMAXPROCS=4
net	TestIPAppendTextNoAllocs	net/ip_test.go:288	1000	0	0	0	GOMAXPROCS=4
net	TestIPAppendTextNoAllocs	net/ip_test.go:288	1000	0	0	0	GOMAXPROCS=4
net	TestIPAppendTextNoAllocs	net/ip_test.go:288	1000	0	0	0	GOMAXPROCS=4
net	TestIPAppendTextNoAllocs	net/ip_test.go:288	1000	0	0	0	GOMAXPROCS=4
net	TestTCPReadWriteAllocs	net/tcpsock_test.go:501	1000	0	0	0	GOMAXPROCS=4
net	TestTCPReadWriteAllocs	net/tcpsock_test.go:524	1000	0	0	0	GOMAXPROCS=4
net/http/internal	TestChunkReaderAllocs	net/http/internal/chunked_test.go:124	100	1	0	0	GOMAXPROCS=4
net/netip	TestParsePrefixAllocs/<IP-prefix subtest>	net/netip/netip_test.go:1597	5	0	0	0	GOMAXPROCS=4
net/netip	TestParsePrefixAllocs/<IP-prefix subtest>	net/netip/netip_test.go:1600	5	0	0	0	GOMAXPROCS=4
net/netip	TestParsePrefixAllocs/aaaa:bbbb:cccc::/24	net/netip/netip_test.go:1597	5	0	0	0	GOMAXPROCS=4
net/netip	TestParsePrefixAllocs/aaaa:bbbb:cccc::/24	net/netip/netip_test.go:1600	5	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/IPv4	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/AddrFrom4	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/AddrFrom16	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/ParseAddr/4	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/ParseAddr/6	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/MustParseAddr	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/IPv6LinkLocalAllNodes	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/IPv6LinkLocalAllRouters	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/IPv6Loopback	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/IPv6Unspecified	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Addr.IsZero	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Addr.BitLen	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Addr.Zone/4	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Addr.Zone/6	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Addr.Zone/6zone	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Addr.Compare	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Addr.Less	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Addr.Is4	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Addr.Is6	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Addr.Is4In6	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Addr.Unmap	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Addr.WithZone	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Addr.IsGlobalUnicast	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Addr.IsInterfaceLocalMulticast	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Addr.IsLinkLocalMulticast	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Addr.IsLinkLocalUnicast	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Addr.IsLoopback	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Addr.IsMulticast	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Addr.IsPrivate	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Addr.IsUnspecified	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Addr.Prefix/4	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Addr.Prefix/6	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Addr.As16	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Addr.As4	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Addr.Next	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Addr.Prev	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/AddrPortFrom	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/ParseAddrPort	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/MustParseAddrPort	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/PrefixFrom	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/ParsePrefix/4	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/ParsePrefix/6	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/MustParsePrefix	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Prefix.Contains	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Prefix.Overlaps	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Prefix.IsZero	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Prefix.IsSingleIP	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestNoAllocs/Prefix.Masked	net/netip/netip_test.go:2162	1000	0	0	0	GOMAXPROCS=4
net/netip	TestAddrStringAllocs/zero	net/netip/netip_test.go:2259	1000	0	0	0	GOMAXPROCS=4
net/netip	TestAddrStringAllocs/ipv4	net/netip/netip_test.go:2259	1000	1	0	0	GOMAXPROCS=4
net/netip	TestAddrStringAllocs/ipv6	net/netip/netip_test.go:2259	1000	1	0	0	GOMAXPROCS=4
net/netip	TestAddrStringAllocs/ipv6+zone	net/netip/netip_test.go:2259	1000	1	0	0	GOMAXPROCS=4
net/netip	TestAddrStringAllocs/ipv4-in-ipv6	net/netip/netip_test.go:2259	1000	1	0	0	GOMAXPROCS=4
net/netip	TestAddrStringAllocs/ipv4-in-ipv6+zone	net/netip/netip_test.go:2259	1000	1	0	0	GOMAXPROCS=4
net	TestAllocs	net/udpsock_test.go:513	1000	0	0	0	GOMAXPROCS=4
net	TestAllocs	net/udpsock_test.go:527	1000	0	0	0	GOMAXPROCS=4
net	TestAllocs	net/udpsock_test.go:541	1000	1	0	0	GOMAXPROCS=4
net/textproto	TestCommonHeaders	net/textproto/reader_test.go:438	200	0	0	0	GOMAXPROCS=4
os	TestWriteStringAlloc	os/os_test.go:3387	100	0	0	0	GOMAXPROCS=4
reflect	TestMapIterSet	reflect/all_test.go:377	10	0	0	0	GOMAXPROCS=4
reflect	TestAllocsInterfaceBig	reflect/all_test.go:6523	100	0	0	0	GOMAXPROCS=4
reflect	TestAllocsInterfaceSmall	reflect/all_test.go:6533	100	0	0	0	GOMAXPROCS=4
reflect	TestSmallZero	reflect/all_test.go:6650	100	0	0	0	GOMAXPROCS=4
reflect	TestMapAlloc	reflect/all_test.go:7392	100	0	0	0	GOMAXPROCS=4
reflect	TestMapAlloc	reflect/all_test.go:7402	100	6	0	0	GOMAXPROCS=4
reflect	TestChanAlloc	reflect/all_test.go:7426	100	1	0	0	GOMAXPROCS=4
reflect	TestMapIterReset	reflect/all_test.go:7787	10	0	0	0	GOMAXPROCS=4
slices	TestInsert	slices/slices_test.go:505	10	5	0	0	GOMAXPROCS=4
slices	TestGrow	slices/slices_test.go:953	100	0	0	0	GOMAXPROCS=4
slices	TestGrow	slices/slices_test.go:956	100	1	0	0	GOMAXPROCS=4
slices	TestConcat	slices/slices_test.go:1313	5	0	0	0	GOMAXPROCS=4
slices	TestConcat	slices/slices_test.go:1313	5	1	0	0	GOMAXPROCS=4
slices	TestConcat	slices/slices_test.go:1313	5	1	0	0	GOMAXPROCS=4
slices	TestConcat	slices/slices_test.go:1313	5	1	0	0	GOMAXPROCS=4
strconv	TestAllocationsFromBytes/Atoi	strconv/strconv_test.go:93	100	0	0	0	GOMAXPROCS=4
strconv	TestAllocationsFromBytes/ParseBool	strconv/strconv_test.go:93	100	0	0	0	GOMAXPROCS=4
strconv	TestAllocationsFromBytes/ParseInt	strconv/strconv_test.go:93	100	0	0	0	GOMAXPROCS=4
strconv	TestAllocationsFromBytes/ParseUint	strconv/strconv_test.go:93	100	0	0	0	GOMAXPROCS=4
strconv	TestAllocationsFromBytes/ParseFloat	strconv/strconv_test.go:93	100	0	0	0	GOMAXPROCS=4
strconv	TestAllocationsFromBytes/ParseComplex	strconv/strconv_test.go:93	100	0	0	0	GOMAXPROCS=4
strconv	TestAllocationsFromBytes/CanBackquote	strconv/strconv_test.go:93	100	0	0	0	GOMAXPROCS=4
strconv	TestAllocationsFromBytes/AppendQuote	strconv/strconv_test.go:93	100	0	0	0	GOMAXPROCS=4
strconv	TestAllocationsFromBytes/AppendQuoteToASCII	strconv/strconv_test.go:93	100	0	0	0	GOMAXPROCS=4
strconv	TestAllocationsFromBytes/AppendQuoteToGraphic	strconv/strconv_test.go:93	100	0	0	0	GOMAXPROCS=4
strings	TestBuilderGrow	strings/builder_test.go:98	100	0	0	0	GOMAXPROCS=4
strings	TestBuilderGrow	strings/builder_test.go:98	100	1	1	112	GOMAXPROCS=4
strings	TestBuilderGrow	strings/builder_test.go:98	100	1	1	1024	GOMAXPROCS=4
strings	TestBuilderGrow	strings/builder_test.go:98	100	1	1	10240	GOMAXPROCS=4
strings	TestBuilderGrow	strings/builder_test.go:98	100	1	1	106496	GOMAXPROCS=4
strings	TestBuilderAllocs	strings/builder_test.go:201	10000	1	1	8	GOMAXPROCS=4
strings	TestBuilderGrowSizeclasses	strings/builder_test.go:402	100	1	1	24	GOMAXPROCS=4
strings	TestIndexRune	strings/strings_test.go:374	1000	0	0	0	GOMAXPROCS=4
sync	TestMapRangeNoAllocations	sync/map_test.go:304	10	0	0	0	GOMAXPROCS=4
sync	TestMapClearOneAllocation	sync/map_test.go:364	10	1	0	0	GOMAXPROCS=4
sync	TestOnceFunc	sync/oncefunc_test.go:23	10	0	0	0	GOMAXPROCS=4
sync	TestOnceValue	sync/oncefunc_test.go:38	10	0	0	0	GOMAXPROCS=4
sync	TestOnceValues	sync/oncefunc_test.go:57	10	0	0	0	GOMAXPROCS=4
testing	TestAllocsPerRun	testing/allocs_test.go:25	100	1	0	0	GOMAXPROCS=4
testing	TestAllocsPerRun	testing/allocs_test.go:25	100	1	0	0	GOMAXPROCS=4
testing	TestAllocsPerRun	testing/allocs_test.go:25	100	1	0	0	GOMAXPROCS=4
testing	TestAllocsPerRun	testing/allocs_test.go:25	100	1	0	0	GOMAXPROCS=4
testing	TestAllocsPerRun	testing/allocs_test.go:25	100	1	0	0	GOMAXPROCS=4
runtime	TestArrayHash	runtime/hash_test.go:723	10	3	0	0	GOMAXPROCS=4
runtime	TestStructHash	runtime/hash_test.go:779	10	3	0	0	GOMAXPROCS=4
runtime	TestCmpIfaceConcreteAlloc	runtime/iface_test.go:63	1	0	0	0	GOMAXPROCS=4
runtime	TestNonEscapingConvT2E	runtime/iface_test.go:262	1000	0	0	0	GOMAXPROCS=4
runtime	TestNonEscapingConvT2I	runtime/iface_test.go:282	1000	0	0	0	GOMAXPROCS=4
runtime	TestZeroConvT2x/E8	runtime/iface_test.go:315	1000	0	0	0	GOMAXPROCS=4
runtime	TestZeroConvT2x/E16	runtime/iface_test.go:315	1000	0	0	0	GOMAXPROCS=4
runtime	TestZeroConvT2x/E32	runtime/iface_test.go:315	1000	0	0	0	GOMAXPROCS=4
runtime	TestZeroConvT2x/E64	runtime/iface_test.go:315	1000	0	0	0	GOMAXPROCS=4
runtime	TestZeroConvT2x/Estr	runtime/iface_test.go:315	1000	0	0	0	GOMAXPROCS=4
runtime	TestZeroConvT2x/Eslice	runtime/iface_test.go:315	1000	0	0	0	GOMAXPROCS=4
runtime	TestZeroConvT2x/Econstflt	runtime/iface_test.go:315	1000	0	0	0	GOMAXPROCS=4
runtime	TestZeroConvT2x/Econststr	runtime/iface_test.go:315	1000	0	0	0	GOMAXPROCS=4
runtime	TestZeroConvT2x/I8	runtime/iface_test.go:315	1000	0	0	0	GOMAXPROCS=4
runtime	TestZeroConvT2x/I16	runtime/iface_test.go:315	1000	0	0	0	GOMAXPROCS=4
runtime	TestZeroConvT2x/I32	runtime/iface_test.go:315	1000	0	0	0	GOMAXPROCS=4
